"Cell line or tissue","Study target","Authors","Date","Details","Sequencing Details","DGEA Details","GSEA Details","data_path"
"Mouse kidney","Autosomal dominant polycystic kidney disease (ADPKD)","Wolfgang Kuehn","2025","Mouse kidney transcriptome from Pkd1 knock-out and wild-type ten week old male mice. This data is published as part of this study: Inhibition of the inflammasome ameliorates orthologous polycystic kidney disease (10.1073/pnas.2511204122).","Sequencer: Illumina HiSeq 2500, Sequencing mode: unstranded, Pipeline: FastQC (v0.11.8), cutadapt(v4.0), STAR (v2.6.1e) with '--quantMode GeneCounts'.","Preprocessing: DEXpreprocessR v0.5.8.1, Differential expression analysis: edgeR v4.6.3 and limma v3.64.3.","Preprocessing: DEXpreprocessR v0.5.8.1, Gene set enrichment analysis ranked genes: GSEA v4.16.0 from clusterProfiler and gene set annotation with msigdbr v25.1.1. Available gene sets: Hallmarks, Gene Ontology (GO) Biological Process, GO Cellular Component, GO Molecular Function.","data/Replication_of_GSE273186.rds"
