"Cell line or tissue","Study target","Authors","Date","Details","Sequencing Details","DGEA Details","GSEA Details","data_path"
"Mouse kidney","Renal cell carcinoma (RCC)","AG Frew","2022","The transcriptome of renal cell carcinoma tissues from an RCC mouse model is compared to the transcriptome of healthy kidneys from the WT mouse strain. The RCC mouse model carries mutations in the Vhl, Trp53 and Rb1 genes (known as VpR genotype).","Sequencer: --, Sequencing mode: paired-end, reverse stranded, Pipeline: .. STAR (??) ..","Preprocessing: DEXpreprocessR v0.5.8.1, Differential expression analysis: edgeR v4.6.3 and limma v3.64.3","Preprocessing: DEXpreprocessR v0.5.8.1, Gene set enrichment analysis ranked genes: GSEA v4.16.0 from clusterProfiler and gene set annotation with msigdbr v25.1.1. Available gene sets: Hallmarks, Gene Ontology (GO) Biological Process, GO Cellular Component, GO Molecular Function.","data/AG_Frew_RCC_mouse_model_2022.rds"
